"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
428,"J6500100","2015/4/2","新竹縣","30-104-040001","2015/2/26","水污染防治法第7條第1項",10000,"否","","","","富增畜牧場","富增畜牧場","富增畜牧場","新竹縣峨眉鄉七星村三鄰四三號","新竹縣","峨眉鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣峨眉鄉石硬子段社寮坑小段67地號",251861,2729988,251861,2729988,"屬於水污法定義範圍內之列管事業","畜牧業","峨眉鄉","中港溪"
429,"J6500100","2013/7/29","新竹縣","30-102-070005","2013/6/26","水污染防治法第14條第2項",10000,"否","","","","富增畜牧場","富增畜牧場","富增畜牧場","新竹縣峨眉鄉七星村三鄰四三號","新竹縣","峨眉鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣峨眉鄉石硬子段社寮坑小段67地號",251861,2729988,251861,2729988,"屬於水污法定義範圍內之列管事業","畜牧業","峨眉鄉","中港溪"
430,"J6500164","2014/3/14","新竹縣","30-103-030010","2013/11/6","水污染防治法第18條",120000,"否","","","","詠勝畜牧場","詠勝畜牧場","詠勝畜牧場","新竹縣峨眉鄉七星村三鄰四二號","新竹縣","峨眉鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣峨眉鄉七星村石硬子段社寮坑小段60、311地號",252092,2729757,252092,2729757,"屬於水污法定義範圍內之列管事業","畜牧業","峨眉鄉","中港溪"
431,"J6503030","2016/6/22","新竹縣","30-105-060012","2015/9/7","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條",694200,"否","","","","黃秀蘭(即哈佛特區下水道系統)","哈佛特區下水道系統","哈佛特區下水道系統","新竹縣峨眉鄉復興村庚寮坑２４６號","新竹縣","峨眉鄉","小學","非屬工業區類","水污染;","",,,,,"","","",""
432,"J6503030","2015/11/3","新竹縣","30-104-110002","2015/9/8","水污染防治措施及檢測申報管理辦法第93條，水污染防治法第22條",6000,"否","","","","","哈佛特區下水道系統","哈佛特區下水道系統","新竹縣峨眉鄉復興村庚寮坑２４６號","新竹縣","峨眉鄉","小學","非屬工業區類","水污染;","",,,,,"","","",""
433,"J6503030","2015/8/16","新竹縣","30-104-080006","2015/7/7","水污染防治措施及檢測申報管理辦法第93條，水污染防治法第22條",6000,"否","","","","","哈佛特區下水道系統","哈佛特區下水道系統","新竹縣峨眉鄉復興村庚寮坑２４６號","新竹縣","峨眉鄉","小學","非屬工業區類","水污染;","",,,,,"","","",""
434,"J6503030","2015/6/3","新竹縣","30-104-060003","2015/2/1","水污染防治措施及檢測申報管理辦法第93條，水污染防治法第22條",6000,"否","","","","","哈佛特區下水道系統","哈佛特區下水道系統","新竹縣峨眉鄉復興村庚寮坑２４６號","新竹縣","峨眉鄉","小學","非屬工業區類","水污染;","",,,,,"","","",""
317,"B22A4276","2017/4/21","新竹縣","30-106-040005","2017/2/3","水污染防治措施及檢測申報管理辦法第93條第1項，水污染防治法第22條",6000,"否","","","","台灣自來水股份有限公司第三區管理處竹東營運所內灣淨水場","台灣自來水股份有限公司","","","","","","","","",,,,,"","","",""
318,"A39097052909","2016/3/23","新竹縣","30-105-030008","2015/12/10","水污染防治法第7條第1項",4200,"否","","","","北新針織股份有限公司新豐廠","北新針織股份有限公司","","","","","","","","",,,,,"","","",""
319,"A39B2966","2015/2/17","新竹縣","30-104-020008","2015/1/26","水污染防治法第18條",10000,"否","","","","臺灣富美家股份有限公司新豐廠","台灣富美家股份有限公司","","","","","","","","",,,,,"","","",""
320,"J6100539","2014/3/24","新竹縣","30-103-030012","2014/2/7","水污染防治法第7條第1項",6000,"否","","","","徐元龍畜牧場","徐元龍畜牧場","徐元龍畜牧場","新竹縣新豐鄉後湖村福興段八七九、八八○、九二六地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉福興段後湖子小段879、880、926地號",251378,2758782,251378,2758782,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
321,"J6100575","2015/11/20","新竹縣","30-104-110014","2015/9/16","水污染防治法第28條第1項，水污染防治措施及檢測申報管理辦法第12條",20000,"否","","","","許池養豬場","許池養豬場","許池養豬場","新竹縣新豐鄉埔和村一鄰八之一號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉重興村後湖段埔頂小段1007地號",249574,2756537,249574,2756537,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
322,"J6100637","2016/6/6","新竹縣","30-105-060007","2016/4/1","水污染防治法第28條第1項",13336,"否","","","","陳棋煌養豬場","豐農牧場","豐農牧場","新竹縣新豐鄉中崙段１６８３地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉中崙段1683、1684地號",249281,2755055,249281,2755055,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
323,"A35A4361","2017/3/21","新竹縣","30-106-030007","2016/5/20","水污染防治法第7條第1項，水污染防治法第28條第1項",189000,"否","","","","南港輪胎股份有限公司新豐廠","南港輪胎股份有限公司","","","","","","","","",,,,,"","","",""
324,"A35A4361","2016/8/18","新竹縣","30-105-080016","2016/5/20","水污染防治法第18條之1，水污染防治法第7條第1項",2700000,"是","環保署訴願會","撤銷並另立裁處書","","南港輪胎股份有限公司新豐廠","南港輪胎股份有限公司","","","","","","","","",,,,,"","","",""
325,"A35A4361","2016/2/25","新竹縣","30-105-020013","2015/12/21","水污染防治法第21條第1項",10000,"否","","","","南港輪胎股份有限公司新豐廠","南港輪胎股份有限公司","","","","","","","","",,,,,"","","",""
326,"A35A4361","2015/6/18","新竹縣","30-104-060013","2015/4/29","水污染防治法第7條",80000,"否","","","","南港輪胎股份有限公司新豐廠","南港輪胎股份有限公司","","","","","","","","",,,,,"","","",""
327,"A43097007891","2014/1/10","新竹縣","30-103-010007","2013/10/30","水污染防治法第7條第1項",70000,"否","","","","士林電機廠股份有限公司新豐廠","士林電機廠股份有限公司","","","","","","","","",,,,,"","","",""
328,"F10A5103","2015/11/4","新竹縣","30-104-110006","2015/9/12","水污染防治法第14條第2項",10000,"否","","","","輝瑞生技股份有限公司新竹廠","輝瑞生技股份有限公司","","","","","","","","",,,,,"","","",""
329,"F10A5103","2015/11/4","新竹縣","30-104-110007","2015/9/12","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第37條",10000,"否","","","","輝瑞生技股份有限公司新竹廠","輝瑞生技股份有限公司","","","","","","","","",,,,,"","","",""
330,"F10A5103","2015/11/4","新竹縣","30-104-110008","2015/9/12","水污染防治措施及檢測申報管理辦法第50條，水污染防治法第18條",10000,"否","","","","輝瑞生技股份有限公司新竹廠","輝瑞生技股份有限公司","","","","","","","","",,,,,"","","",""
331,"F10A5103","2015/11/4","新竹縣","30-104-110009","2015/9/12","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第66條",10000,"否","","","","輝瑞生技股份有限公司新竹廠","輝瑞生技股份有限公司","","","","","","","","",,,,,"","","",""
332,"J6100691","2015/1/21","新竹縣","30-104-010022","2014/11/21","水污染防治法第7條第1項",10000,"否","","","","許清為養豬場","許秋煌畜牧場","許秋煌畜牧場","新竹縣新豐鄉新豐段八六七地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉新豐村新豐段867地號",247090,2756927,247090,2756927,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
333,"J6100708","2014/1/22","新竹縣","30-103-010008","2013/10/14","水污染防治法第7條第1項",6000,"否","","","","李水添養豬場","李水添養豬場","李水添養豬場","新竹縣新豐鄉新豐村三鄰紅毛一○三號","新竹縣","新豐鄉","畜牧業(豬飼育業)","","水污染;","新竹縣新豐鄉新豐村後湖段坡子頭小段318-7、747地號",247746,2757100,247746,2757100,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
334,"J6100708","2014/1/10","新竹縣","30-103-010005","2013/10/14","水污染防治法第7條第1項",6000,"否","","","資料鍵入錯誤","李水添養豬場","李水添養豬場","李水添養豬場","新竹縣新豐鄉新豐村三鄰紅毛一○三號","新竹縣","新豐鄉","畜牧業(豬飼育業)","","水污染;","新竹縣新豐鄉新豐村後湖段坡子頭小段318-7、747地號",247746,2757100,247746,2757100,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
335,"J6100726","2016/12/8","新竹縣","30-105-120004","2016/8/17","水污染防治法第18條",10000,"否","","","","陽寶股份有限公司","陽寶股份有限公司","陽寶股份有限公司","新竹縣新豐鄉後湖村後湖子２５號","新竹縣","新豐鄉","鋼鐵製造業(鋼鐵鑄造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉後湖村後湖子25號",249300,2758650,249300,2758650,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","福興溪"
336,"J6100726","2015/11/24","新竹縣","30-104-110022","2015/9/21","水污染防治法第18條(之1)，水污染防治措施及檢測申報管理辦法第52條",120000,"否","","","","陽寶股份有限公司","陽寶股份有限公司","陽寶股份有限公司","新竹縣新豐鄉後湖村後湖子２５號","新竹縣","新豐鄉","鋼鐵製造業(鋼鐵鑄造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉後湖村後湖子25號",249300,2758650,249300,2758650,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","福興溪"
337,"J6100726","2015/11/24","新竹縣","30-104-110023","2015/9/21","水污染防治法第14條第2項",10000,"否","","","","陽寶股份有限公司","陽寶股份有限公司","陽寶股份有限公司","新竹縣新豐鄉後湖村後湖子２５號","新竹縣","新豐鄉","鋼鐵製造業(鋼鐵鑄造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉後湖村後湖子25號",249300,2758650,249300,2758650,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","福興溪"
338,"J6100726","2014/6/18","新竹縣","30-103-060004","2014/5/16","水污染防治法第14條第2項",10000,"否","","","","陽寶股份有限公司","陽寶股份有限公司","陽寶股份有限公司","新竹縣新豐鄉後湖村後湖子２５號","新竹縣","新豐鄉","鋼鐵製造業(鋼鐵鑄造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉後湖村後湖子25號",249300,2758650,249300,2758650,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","福興溪"
339,"J6100726","2014/6/18","新竹縣","30-103-060005","2014/5/16","水污染防治法第20條第1項",30000,"否","","","","陽寶股份有限公司","陽寶股份有限公司","陽寶股份有限公司","新竹縣新豐鄉後湖村後湖子２５號","新竹縣","新豐鄉","鋼鐵製造業(鋼鐵鑄造業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉後湖村後湖子25號",249300,2758650,249300,2758650,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","福興溪"
340,"J6100753","2014/1/8","新竹縣","30-103-010004","2013/10/30","水污染防治法第7條第1項",70000,"否","","","資料鍵入錯誤","士林電機廠股份有限公司新豐廠","士林電機廠股份有限公司新豐廠","士林電機廠股份有限公司新豐廠","新竹縣新豐鄉中崙村中崙２３４號","新竹縣","新豐鄉","發電、輸電、配電機械製造業(發電、輸電、配電機械製造業)","新豐中崙段工業用地","水污染;廢棄物;","新竹縣新豐鄉中崙村中崙234號",251757,2753595,251757,2753595,"屬於水污法定義範圍內之列管事業","其他工業","新豐鄉","新豐溪"
341,"J6100799","2014/12/4","新竹縣","30-103-120005","2014/9/22","水污染防治法第18條",10000,"否","","","","新竹高爾夫俱樂部股份有限公司","新竹高爾夫俱樂部股份有限公司","新竹高爾夫俱樂部股份有限公司","新竹縣新豐鄉上坑村坑子口一○四號","新竹縣","新豐鄉","娛樂及休閒服務業(遊樂園及主題樂園)","非屬工業區類","水污染;","新竹縣新豐鄉上坑村坑子口104號",208398,2713542,208398,2713542,"屬於水污法定義範圍內之列管事業","遊樂園(區)","新豐鄉","新豐溪"
342,"J6100995","2016/1/3","新竹縣","30-105-010001","2015/11/6","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第65條，水污染防治措施及檢測申報管理辦法第66條",10000,"否","","","","紅日畜牧場","紅日畜牧場","紅日畜牧場","新竹縣新豐鄉崁頭段一六七六、一六七八之一、一六七七之一地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉瑞興村崁頭段1676、1678-1、1677-1地號",251813,2754345,251813,2754345,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
343,"J6100995","2015/11/23","新竹縣","30-104-110019","2015/10/5","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第12條",10000,"否","","","","紅日畜牧場","紅日畜牧場","紅日畜牧場","新竹縣新豐鄉崁頭段一六七六、一六七八之一、一六七七之一地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉瑞興村崁頭段1676、1678-1、1677-1地號",251813,2754345,251813,2754345,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
344,"J6100995","2015/11/23","新竹縣","30-104-110020","2015/10/5","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第65條",10000,"否","","","","紅日畜牧場","紅日畜牧場","紅日畜牧場","新竹縣新豐鄉崁頭段一六七六、一六七八之一、一六七七之一地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉瑞興村崁頭段1676、1678-1、1677-1地號",251813,2754345,251813,2754345,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
345,"J6100995","2015/11/23","新竹縣","30-104-110021","2015/10/5","水污染防治措施及檢測申報管理辦法第66條，水污染防治法第18條",10000,"否","","","","紅日畜牧場","紅日畜牧場","紅日畜牧場","新竹縣新豐鄉崁頭段一六七六、一六七八之一、一六七七之一地號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉瑞興村崁頭段1676、1678-1、1677-1地號",251813,2754345,251813,2754345,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
346,"J6101161","2012/8/7","新竹縣","30-101-080003","2012/6/20","水污染防治法第7條第1項",90000,"否","","","","人化股份有限公司","人化股份有限公司","人化股份有限公司","新竹縣新豐鄉中崙村中崙８１之１號","新竹縣","新豐鄉","金屬加工處理業(金屬表面處理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉中崙村中崙81之1號",248601,2755057,248601,2755057,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","新豐溪"
347,"J6101474","2016/12/8","新竹縣","30-105-120003","2016/10/3","水污染防治法第7條第1項",6000,"否","","","","秀蓮畜牧場","秀蓮畜牧場","秀蓮畜牧場","新竹縣新豐鄉上坑村九鄰坑子口四五六之一號","新竹縣","新豐鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","新竹縣新豐鄉上坑村坑子口456之1號",247969,2753655,247969,2753655,"屬於水污法定義範圍內之列管事業","畜牧業","新豐鄉","新豐溪"
348,"J61097000114","2012/7/23","新竹縣","30-101-070006","2012/6/4","水污染防治法第18條",150000,"否","","","","台寶樹脂化工股份有限公司新豐廠","台寶樹脂化工股份有限公司","","","","","","","","",,,,,"","","",""
349,"J6104779","2015/11/3","新竹縣","30-104-110003","2015/9/14","水污染防治法第18條，水污染防治法第7條第1項",180000,"否","","","","德志發屠宰場","德志發屠宰場","德志發屠宰場","新竹縣新豐鄉員山村員山２５之２號","新竹縣","新豐鄉","肉類處理保藏及其製品製造業(屠宰業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉員山村員山25之2號",250274,2753677,250274,2753677,"屬於水污法定義範圍內之列管事業","屠宰業","新豐鄉","新豐溪"
350,"J6104779","2015/11/3","新竹縣","30-104-110004","2015/9/14","水污染防治法第14條第2項",10000,"否","","","","德志發屠宰場","德志發屠宰場","德志發屠宰場","新竹縣新豐鄉員山村員山２５之２號","新竹縣","新豐鄉","肉類處理保藏及其製品製造業(屠宰業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣新豐鄉員山村員山25之2號",250274,2753677,250274,2753677,"屬於水污法定義範圍內之列管事業","屠宰業","新豐鄉","新豐溪"
351,"J6104813","2016/4/23","新竹縣","30-105-040008","2016/2/5","水污染防治法第22條，水污染防治措施及檢測申報管理辦法第93條第1項第4款",6000,"否","","","","寶佳富邑社區專用污水下水道系統","寶佳富邑社區專用污水下水道系統","寶佳富邑社區專用污水下水道系統","新竹縣新豐鄉松林村康泰路二五○號","新竹縣","新豐鄉","廢（污）水處理業","非屬工業區類","水污染;","",,,,,"","","",""
352,"J6104813","2015/4/7","新竹縣","30-104-040003","2015/2/11","水污染防治法第18條",10000,"否","","","","寶佳富邑社區專用污水下水道系統","寶佳富邑社區專用污水下水道系統","寶佳富邑社區專用污水下水道系統","新竹縣新豐鄉松林村康泰路二五○號","新竹縣","新豐鄉","廢（污）水處理業","非屬工業區類","水污染;","",,,,,"","","",""
353,"A34097028935","2015/1/12","新竹縣","30-104-010014","2014/10/2","水污染防治法第7條第1項，水污染防治法第18條",180000,"否","","","","綠景莊園","太廣股份有限公司","","","","","","","","",,,,,"","","",""
354,"J61A0296","2015/1/9","新竹縣","30-104-010013","2014/10/2","水污染防治法第7條第1項，水污染防治法第18條",180000,"否","","","資料鍵入錯誤","綠景莊園","綠景莊園","綠景莊園","新竹縣新豐鄉員興段六一七之四、六一九之四地號","新竹縣","新豐鄉","化,非屬工業區類""","水污染;","","",,,,,"","","",""
355,"J61A0296","2014/12/4","新竹縣","30-103-120004","2014/10/2","水污染防治法第7條第1項，水污染防治法第18條",180000,"否","","","資料鍵入錯誤","綠景莊園","綠景莊園","綠景莊園","新竹縣新豐鄉員興段六一七之四、六一九之四地號","新竹縣","新豐鄉","化,非屬工業區類""","水污染;","","",,,,,"","","",""
356,"J61A0325","2016/10/5","新竹縣","30-105-100004","2016/5/20","水污染防治法第7條第1項",90000,"否","","","","大碩工業股份有限公司","大碩工業股份有限公司","大碩工業股份有限公司","新竹縣新豐鄉新豐村新和路１３之６號","新竹縣","新豐鄉","金屬加工處理業(金屬表面處理業)","非屬工業區類","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣新豐鄉新豐村新和路13之6號",247957,2755948,247957,2755948,"屬於水污法定義範圍內之列管事業","金屬表面處理業","新豐鄉","新豐溪"
357,"J61A0731","2015/10/11","新竹縣","30-104-100007","2015/7/8","水污染防治法第14條第1項",300000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
358,"J61A0731","2015/10/11","新竹縣","30-104-100006","2015/6/22","水污染防治法第28條第1項",270000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
359,"J61A0731","2015/8/13","新竹縣","30-104-080004","2015/6/12","水污染防治法第14條第1項",100000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
360,"J61A0731","2015/2/5","新竹縣","30-104-020004","2015/1/5","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
361,"J61A0731","2014/5/12","新竹縣","30-103-050006","2014/3/27","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
362,"J61A0731","2014/5/5","新竹縣","30-103-050001","2014/1/9","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
363,"J61A0731","2014/2/11","新竹縣","30-103-020003","2013/12/24","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
364,"J61A0731","2014/1/8","新竹縣","30-103-010003","2013/11/13","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
365,"J61A0731","2014/1/8","新竹縣","30-103-010002","2013/10/16","水污染防治法第7條第1項",30000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
366,"J61A0731","2014/1/8","新竹縣","30-103-010001","2013/8/27","水污染防治法第7條第1項",27000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
367,"J61A0731","2013/5/23","新竹縣","30-102-050002","2013/3/22","水污染防治法第7條第1項",6000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
368,"J61A0731","2013/3/25","新竹縣","30-102-030003","2013/1/10","水污染防治法第7條第1項",9000,"否","","","","統洋酒業股份有限公司","統洋酒業股份有限公司","統洋酒業股份有限公司","新竹縣新豐鄉新豐村新和路１０２巷５號１樓","新竹縣","新豐鄉","其他食品製造業(未分類其他食品製造業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村新和路102巷5號1樓",248307,2756281,248307,2756281,"屬於水污法定義範圍內之列管事業","醱酵業","新豐鄉","新豐溪"
369,"H42A3274","2017/1/4","新竹縣","30-106-010001","2016/7/28","水污染防治法第28條第1項",205000,"否","","","","欣興電子股份有限公司新豐一廠","欣興電子股份有限公司","","","","","","","","",,,,,"","","",""
370,"J61A1749","2015/2/2","桃園市","30-104-020002","2015/1/20","水污染防治法第30條第1項第2款",70000,"否","","","","興連貨運股份有限公司","興連貨運股份有限公司","興連貨運股份有限公司","新竹縣新豐鄉中崙村中崙１４４號","新竹縣","新豐鄉","汽車貨運業(汽車貨運業)","","廢棄物;","",,,,,"","","",""
371,"J61A1769","2014/4/28","新竹縣","30-103-040008","2014/3/10","水污染防治法第7條第1項",170000,"否","","","","弘技實業有限公司","弘技實業有限公司","弘技實業有限公司","新竹縣新豐鄉新豐村紅毛２３之１０號","新竹縣","新豐鄉","洗衣業(洗衣業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村紅毛23之10號",248501,2756561,248501,2756561,"屬於水污法定義範圍內之列管事業","洗衣業","新豐鄉","新豐溪"
372,"J61A1769","2014/1/27","新竹縣","30-103-010010","2013/12/10","水污染防治法第7條第1項",120000,"否","","","","弘技實業有限公司","弘技實業有限公司","弘技實業有限公司","新竹縣新豐鄉新豐村紅毛２３之１０號","新竹縣","新豐鄉","洗衣業(洗衣業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村紅毛23之10號",248501,2756561,248501,2756561,"屬於水污法定義範圍內之列管事業","洗衣業","新豐鄉","新豐溪"
373,"J61A1769","2014/1/24","新竹縣","30-103-010009","2013/12/5","水污染防治法第18條第1項，水污染防治法第7條第1項",230000,"否","","","","弘技實業有限公司","弘技實業有限公司","弘技實業有限公司","新竹縣新豐鄉新豐村紅毛２３之１０號","新竹縣","新豐鄉","洗衣業(洗衣業)","非屬工業區類","空氣污染;水污染;","新竹縣新豐鄉新豐村紅毛23之10號",248501,2756561,248501,2756561,"屬於水污法定義範圍內之列管事業","洗衣業","新豐鄉","新豐溪"
374,"J61A1789","2015/11/16","新竹縣","30-104-110011","2015/9/14","水污染防治法第7條第1項",6000,"否","","","","全盛屠宰場","全盛屠宰場","全盛屠宰場","新竹縣新豐鄉崎頂村建興路二段六二七巷一號","新竹縣","新豐鄉","肉類處理保藏及其製品製造業(屠宰業)","非屬工業區類","空氣污染;廢棄物;","",,,,,"","","",""
375,"J61A1917","2016/4/23","新竹縣","30-105-040006","2016/1/26","水污染防治法第181條第4項，水污染防治法第181條第1項",126000,"否","","","","新豐鄉坪頂自辦農村社區土地重劃區","新豐鄉坪頂自辦農村社區土地重劃區","新豐鄉坪頂自辦農村社區土地重劃區","新竹縣新豐鄉坪頂段八○一地號","新竹縣","新豐鄉","廢（污）水處理業","非屬工業區類","水污染;","",,,,,"","","",""
